Name;Rechtsform;Strasse;PLZ;Ort;Bundesland;Telefon;Email;Website;MastrNummer;TAB_Niederspannung_Link;TAB_Typ;TAB_Stand;TAB_Ergaenzung_Link;Anmeldeportal;Planauskunft_Link;Link_geprueft;Link_Status;Quelle;Recherche_Datum;Anmerkung
Stadtwerke Bochum Netz GmbH (StwBo Netz);GmbH;Ostring 28;44787;Bochum;NRW;0234 960-0;kontakt@stwbo-netz.de;https://www.stwbo-netz.de;SNB922607376381;https://www.stwbo-netz.de/fileadmin/Dateien_Netz/Dokumente/TAB_Strom/Niederspannung/TAB_Niederspannung_Bundesmusterwortlaut_ab_01-07-2025.pdf;BDEW_Muster;ab 01.07.2025;n/a;VNBdigital (vnbdigital.de/vnb/7509) laut Suchtreffer;n/a;n/a;n/a;"https://www.stwbo-netz.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB922607376381)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber
Bonn-Netz GmbH;GmbH;Karlstraße 2-6;53115;Bonn;NRW;0800 0006431;Netzanschluss@bonn-netz.de;https://www.bonn-netz.de;SNB927498960503;https://www.bonn-netz.de/fileadmin/dokumente/Anschliessen/TAB-Niederspannung-Bonn-Netz-GmbH-01082019-V2.1.pdf;Unbekannt;01.08.2019 (V2.1);n/a;n/a;n/a;n/a;n/a;"https://www.bonn-netz.de/anschliessen/netzanschluss | WebSearch; MaStR Gesamtdatenexport 2026-09-18 (SNB927498960503)";2026-09-18;TAB-Datum wirkt älter (2019) als bei vergleichbaren VNB - evtl. neuere Version verfügbar, bitte vor Nutzung prüfen. Teil der Stadtwerke-Bonn-Gruppe (SWB). | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Borken/Westf. GmbH;GmbH;Ostlandstraße 9;46325;Borken;NRW;+49 2863 9567-0;info@stadtwerke-borken.de;https://www.stadtwerke-borken.de;SNB982432856366;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-borken.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB982432856366)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Brühl GmbH;GmbH;Engeldorfer Straße 2;50321;Brühl;NRW;02232 702-0;info@stadtwerke-bruehl.de;https://www.stadtwerke-bruehl.de;SNB983444187332;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-bruehl.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB983444187332)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Coesfeld GmbH;GmbH;Dülmener Straße 80;48653;Coesfeld;NRW;02863 9567-0;info@stadtwerke-coesfeld.de;https://www.stadtwerke-coesfeld.de;SNB943480673763;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-coesfeld.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB943480673763)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Detmold GmbH;GmbH;Am Gelskamp 10;32758;Detmold;NRW;05231 607-0;n/a - auf Website verschlüsselt dargestellt;https://www.stadtwerke-detmold.de;SNB924774487556;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-detmold.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB924774487556)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Dinslaken GmbH;GmbH;Gerhard-Malina-Straße 1;46537;Dinslaken;NRW;02064 605-0;kontakt@stadtwerke-dinslaken.de;https://www.stadtwerke-dinslaken.de;n/a;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;https://www.stadtwerke-dinslaken.de/impressum;2026-09-18;"Kein sicherer MaStR-Match; TAB/Portal ggf. Website-Recherche | TAB/Portal: Website-Recherche noetig"
Dortmunder Netz GmbH (DONETZ);GmbH;Günter-Samtlebe-Platz 1;44135;Dortmund;NRW;0800-54497-77;info@do-netz.de;https://do-netz.de;SNB981060961299;https://do-netz.de/fileadmin/user_upload/Dokumente/PDF/Technische_Vorschriften/TAB_Niederspannung_DONETZ_2025-01-01_Final.pdf;Unbekannt;01.01.2025;n/a;n/a - nicht verifiziert;n/a;n/a;n/a;"https://do-netz.de/impressum | do-netz.de TAB-PDF; MaStR Gesamtdatenexport 2026-09-18 (SNB981060961299)";2026-09-18;Tochterunternehmen von DEW21 (Dortmunder Energie- und Wasserversorgung). | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Netze Duisburg GmbH;GmbH;Bungertstr. 27;47053;Duisburg;NRW;0203 604-0;info@netze-duisburg.de;https://www.netze-duisburg.de;SNB916123648602;https://www.netze-duisburg.de/fileadmin/user_upload/Anschliessen/Neuanschluesse/Netze_Duisburg_GmbH_-_TAB_Niederspannung.pdf;Unbekannt;n/a - Datum nicht im Dateinamen erkennbar;n/a;n/a;n/a;n/a;n/a;"https://www.netze-duisburg.de/impressum | /ueber-uns/veroeffentlichungen-strom; MaStR Gesamtdatenexport 2026-09-18 (SNB916123648602)";2026-09-18;"Offizieller Firmenname ist ""Netze Duisburg GmbH"", NICHT ""Stadtwerke Duisburg Netzservice"" (abweichend vom Rechercheauftrag). | MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig"
Stadtwerke Dülmen GmbH;GmbH;Alter Ostdamm 21;48249;Dülmen;NRW;02594 7900-0;info@stadtwerke-duelmen-gmbh.de;https://www.stadtwerke-duelmen.de;SNB926697076725;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-duelmen.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB926697076725)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Düren GmbH;GmbH;Zehnthofstraße 6;52349;Düren;NRW;02421 126-233;service@stadtwerke-dueren.de;https://www.stadtwerke-dueren.de;SNB920357766414;n/a - nicht gefunden;Unbekannt;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-dueren.de/; MaStR Gesamtdatenexport 2026-09-18 (SNB920357766414)";2026-09-18;TAB-NS-Link nicht auf Startseite gefunden, nicht weiter vertieft (WebSearch-Kontingent erschöpft). | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Netzgesellschaft Düsseldorf mbH;mbH (GmbH);Höherweg 200;40233;Düsseldorf;NRW;(0211) 821 6389;info@netz-duesseldorf.de;https://www.netz-duesseldorf.de;SNB933956506145;https://a.storyblok.com/f/274773/x/27f5899400/tab_bundesmusterwortlaut_bdew_2023_v2-0.pdf;BDEW_Muster;01.01.2025 (laut Fetch der TAB-Seite);n/a;n/a;n/a;n/a;n/a;"https://www.netz-duesseldorf.de/impressum | https://www.netz-duesseldorf.de/netzanschluss/technische-anschlussbedingungen; MaStR Gesamtdatenexport 2026-09-18 (SNB933956506145)";2026-09-18;"Zwei unterschiedliche TAB-PDF-Links in Recherche gefunden (einmal ""Stand 06-2023"", einmal aktuellere Fassung ""01.01.2025"") - vor Verwendung im Zweifel direkt auf der Seite verifizieren. Teil der Stadtwerke-Düsseldorf-Gruppe. | MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber"
Stadtwerke Emmerich GmbH;GmbH;Wassenbergstr. 1;46446;Emmerich am Rhein;NRW;+49 2822 604-0;n/a - auf Website verschlüsselt dargestellt;https://www.stadtwerke-emmerich.de;SNB986190606218;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-emmerich.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB986190606218)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Erkrath GmbH;GmbH;Gruitener Straße 27;40699;Erkrath;NRW;02104 943 60 70;service@stadtwerke-erkrath.de;https://www.stadtwerke-erkrath.de;SNB918156808725;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-erkrath.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB918156808725)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
e-regio GmbH & Co. KG;GmbH & Co. KG;Rheinbacher Weg 10;53881;Euskirchen;NRW;02251 708-0;info@e-regio.de;https://www.e-regio.de;n/a;https://cms.e-regio.de/assets/global/Dokumente/e-regio-netz.de/202512_tab_ns.pdf;Unbekannt;Gültig ab 01.01.2026;n/a;n/a;n/a;n/a;n/a;https://www.e-regio.de/impressum | WebSearch;2026-09-18;"Netzbetreiber für Euskirchen, Blankenheim, Dahlem, Heimbach, Hellenthal, Kall, Mechernich, Nettersheim, Schleiden u.a. (Kreis Euskirchen). | Kein sicherer MaStR-Match; TAB/Portal ggf. Website-Recherche | TAB/Portal: Website-Recherche noetig"
NEW Netz GmbH;GmbH;Nikolaus-Becker-Str. 28-34 (Postanschrift teils: 41220 Mönchengladbach);52511;Geilenkirchen;NRW;02451 6194730;kundenservice@new-netz.de;https://www.new-netz.de;SNB940437318166;https://assets.ctfassets.net/dldfg6ph79ob/3ZKviNAoXY28EUWsFRtNTC/d2847a0bb1d566ee1c959f20eda0675f/WEB_NEW_Technische_Anschlussbedingungen_NDAV.pdf;Unbekannt;n/a - Datum nicht im Dateinamen erkennbar;n/a;n/a;n/a;n/a;n/a;"https://www.new-netz.de/impressum | WebSearch; MaStR Gesamtdatenexport 2026-09-18 (SNB940437318166)";2026-09-18;Zwei Adressangaben gefunden (Geilenkirchen operative Adresse laut Impressum-Fetch, 41220 Mönchengladbach als Postanschrift) - Firmensitz vor Nutzung verifizieren. Deckt großes Gebiet ab: Mönchengladbach, Viersen, Erkelenz, Wegberg, Hückelhoven u.v.m. | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Geldern GmbH;GmbH;Markt 25;47608;Geldern;NRW;02831 93330;info@swgeldern.de;https://www.stadtwerke-geldern.de;SNB965107360993;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-geldern.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB965107360993)";2026-09-18;Netzbetrieb über separate Website https://www.swgeldern-netz.de/ - dort TAB-NS vermutlich zu finden, nicht vertieft recherchiert. | MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
Emscher Lippe Energie GmbH (ELE) / ELE Verteilnetz GmbH;GmbH;Ebertstraße 30;45879;Gelsenkirchen;NRW;0209 165-10;n/a - auf Website verschlüsselt dargestellt;https://www.ele.de (Netz: https://www.evng.de);SNB973074326355;https://www.evng.de/content/dam/revu-global/evng/documents/energie_beziehen/strom/ns_tab_strom.pdf;Unbekannt;Gültig ab 01.01.2026;n/a;n/a;n/a;n/a;n/a;"https://www.ele.de/de/sonstiges/impressum.html | WebSearch (evng.de); MaStR Gesamtdatenexport 2026-09-18 (SNB973074326355)";2026-09-18;"Zwei Firmierungen/Domains gefunden: ""Emscher Lippe Energie GmbH"" (ele.de, Vertrieb) und ""ELE Verteilnetz GmbH"" (evng.de, tatsächlicher Netzbetreiber) - Adresse hier ist die der Muttergesellschaft, ggf. abweichend von der eigentlichen Netzgesellschaft. Deckt Gelsenkirchen, Bottrop, Gladbeck ab. | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig"
AVU Aktiengesellschaft für Versorgungs-Unternehmen;AG;An der Drehbank 18;58285;Gevelsberg;NRW;+49 2332 73-123;info@avu.de;https://www.avu.de;SNB967794191157;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.avu.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB967794191157)";2026-09-18;Netzbetreiber für Gevelsberg, Ennepetal, Schwelm, Sprockhövel, Hattingen, Wetter, Breckerfeld (Ennepe-Ruhr-Kreis). | MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Greven GmbH;GmbH;Saerbecker Straße 77-81;48268;Greven;NRW;+49 2571 509255;n/a - nicht gefunden;https://www.stadtwerke-greven.de;SNB998044089535;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-greven.de/; MaStR Gesamtdatenexport 2026-09-18 (SNB998044089535)";2026-09-18;Stadt Greven hält 75,5%, Thüga AG 24,5%. | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Gronau GmbH;GmbH;Laubstiege 19;48599;Gronau;NRW;02562/717-0;info@stadtwerke-gronau.de;https://www.stadtwerke-gronau.de;SNB934949020686;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-gronau.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB934949020686)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
AggerEnergie GmbH;GmbH;Alexander-Fleming-Str. 2;51643;Gummersbach;NRW;02261 3003-0;info@aggerenergie.de;https://www.aggerenergie.de;n/a;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;https://www.aggerenergie.de/impressum;2026-09-18;"Netzbetreiber für Gummersbach, Engelskirchen, Overath, Wiehl u.a. (Oberbergisches Land). | Kein sicherer MaStR-Match; TAB/Portal ggf. Website-Recherche | TAB/Portal: Website-Recherche noetig"
Stadtwerke Haltern am See GmbH;GmbH;Recklinghäuser Straße 49a;45721;Haltern am See;NRW;02364 92 400;info@stadtwerke-haltern.de;https://www.stadtwerke-haltern.de;SNB921816651920;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-haltern.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB921816651920)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Energie- und Wasserversorgung Hamm GmbH;GmbH;Südring 1;59065;Hamm;NRW;0 23 81 / 2 74 - 0;post@ewv-hamm-netz.de;https://www.ewv-hamm-netz.de;SNB912743424114;n/a - nicht auffindbar;Unbekannt;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.ewv-hamm-netz.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB912743424114)";2026-09-18;Netzbetreiber-Website läuft unter separater Domain ewv-hamm-netz.de statt stadtwerke-hamm.de. | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Herne AG;AG;Grenzweg 18;44623;Herne;NRW;02323/592-0;beratung@stadtwerke-herne.de;https://www.stadtwerke-herne.de;SNB963671951227;n/a - nur Fernwärme-TAB gefunden, Strom-TAB-NS-Link nicht auffindbar;Unbekannt;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-herne.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB963671951227)";2026-09-18;Betreibt Stromnetz direkt (keine separate Netz-GmbH gefunden). | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Hertener Stadtwerke GmbH;GmbH;Herner Straße 21;45699;Herten;NRW;+49 2366 307-0;stadtwerke@herten.de;https://www.hertener-stadtwerke.de;SNB964592501355;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.hertener-stadtwerke.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB964592501355)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
enwor Netz GmbH;GmbH;Kaiserstraße 100;52134;Herzogenrath;NRW;n/a - nicht auffindbar;n/a - auf Website verschlüsselt dargestellt;https://www.enwor-netz.de;SNB964405914785;https://www.enwor.de/de/Kopfnavigation/Netze/Anschlussnehmer/Netzanschluss1/Stromnetz/Ergaenzugen-TAB-2019-enwor.pdf;VNB_Ergaenzung;10/2020 (Ergänzende Bestimmungen zu TAB 2019);n/a;n/a;n/a;n/a;n/a;"https://www.enwor-netz.de/de/Fussnavigation/Impressum/ | WebSearch; MaStR Gesamtdatenexport 2026-09-18 (SNB964405914785)";2026-09-18;Betriebsführung durch STAWAG/Regionetz (Aachen). Telefon/Email nicht auffindbar, sollte direkt auf Website geprüft werden. Deckt Herzogenrath, Würselen, Alsdorf ab. | MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber
Stadtwerke Hilden GmbH;GmbH;Am Feuerwehrhaus 1;40724;Hilden;NRW;02103 795-0;n/a - auf Website per JavaScript verschlüsselt;https://www.stadtwerke-hilden.de;SNB969826201797;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-hilden.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB969826201797)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Jülich GmbH;GmbH;An der Vogelstange 2a;52428;Jülich;NRW;02461 625-0;info@stadtwerke-juelich.de;https://www.stadtwerke-juelich.de;SNB973672371320;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-juelich.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB973672371320)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
GSW Gemeinschaftsstadtwerke GmbH Kamen, Bönen, Bergkamen;GmbH;Poststraße 4;59174;Kamen;NRW;02307 978-2222;service@gsw-kamen.de;https://www.gsw-kamen.de;SNB935600499711;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.gsw-kamen.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB935600499711)";2026-09-18;Gemeinsamer Netzbetreiber für die Städte Kamen, Bönen und Bergkamen. | MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
NGN Netzgesellschaft Niederrhein mbH;mbH (GmbH);St. Töniser Str. 126;47804;Krefeld;NRW;+49 2151 98 3000;info@ngn-mbh.de;https://www.ngn-mbh.de;SNB911144461377;https://cdn.swk.de/assets/download/Erg%C3%A4nzungen%20zum%20BDEW-Bundesmusterwortlaut%20TAB%202023%20v2.0.pdf;BDEW_Muster;Version 1.1 - 02/2025;n/a;n/a;n/a;n/a;n/a;"https://www.ngn-mbh.de/de/impressum | cdn.swk.de; MaStR Gesamtdatenexport 2026-09-18 (SNB911144461377)";2026-09-18;"Im Volksmund oft ""SWK Netzservice"" genannt, offizieller Firmenname ist ""NGN Netzgesellschaft Niederrhein mbH"" (SWK-Gruppe). | MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber"
RheinNetz GmbH (vormals Rheinische NETZGesellschaft mbH, RNG);GmbH;Parkgürtel 24;50823;Köln;NRW;0221 4746-0;info@rng.de;https://www.rheinnetz.de;SNB924477581384;https://www.rheinnetz.de/tab-niederspannung-rng.pdfx?forced=true;Unbekannt;n/a - Datum auf PDF-Seite nicht erkennbar;n/a;n/a;n/a;n/a;n/a;"https://www.rheinnetz.de/impressum | https://www.rheinnetz.de/bedingungen-und-verordnungen; MaStR Gesamtdatenexport 2026-09-18 (SNB924477581384)";2026-09-18;"Netzbetreiber für Köln u.a. (RheinEnergie-Konzern). Name kürzlich von ""Rheinische NETZGesellschaft mbH"" zu ""RheinNetz GmbH"" geändert - evtl. übergangsweise beide Namen in Gebrauch. Hinweis: TAB-Dokument wird auch von ENNI (Moers) referenziert, RNG betreibt ggf. Netze für weitere Kommunen im Rheinland unter Vertrag. | MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig"
Stadtwerke Lemgo GmbH;GmbH;Bruchweg 24;32657;Lemgo;NRW;05261 255-0;info@stadtwerke-lemgo.de;https://www.stadtwerke-lemgo.de;SNB967075358620;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-lemgo.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB967075358620)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
wupsi GmbH;GmbH;Borsigstraße 18;51381;Leverkusen;NRW;02171 5007-0;n/a - auf Website verschlüsselt dargestellt;https://www.wupsi.de;SNB974711150357;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.wupsi.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB974711150357)";2026-09-18;"Netzbetreiber für Leverkusen (vormals ""Energieversorgung Leverkusen GmbH & Co. KG""). | MaStR-Rollen: Anschlussnetzbetreiber | Match unsicher (fuzzy_ort, score=81) | TAB/Portal: Website-Recherche noetig"
Stadtwerke Lohmar GmbH & Co. KG;GmbH & Co. KG;Breiter Weg 1a;53797;Lohmar;NRW;02246 9039000;info@stadtwerke-lohmar.de;https://www.stadtwerke-lohmar.de;n/a;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;https://www.stadtwerke-lohmar.de/impressum;2026-09-18;"Kein sicherer MaStR-Match; TAB/Portal ggf. Website-Recherche | TAB/Portal: Website-Recherche noetig"
Stadtwerke Meerbusch GmbH;GmbH;Kaarster Straße 135;40670;Meerbusch;NRW;02159 9137-333;kundenservice@stm-stw.de;https://www.stadtwerke-meerbusch.de;SNB971503120734;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-meerbusch.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB971503120734)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig | DUPLIKAT: MastrNummer SNB971503120734 mehrfach in Liste — manuell zusammenfuehren.
HochsauerlandEnergie GmbH;GmbH;Auf'm Brinke 11;59872;Meschede;NRW;02904 71280-28;info@hochsauerlandenergie.de;https://www.hochsauerlandenergie.de;n/a;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;https://www.hochsauerlandenergie.de/impressum;2026-09-18;"Netzbetreiber u.a. für Bestwig. | Kein sicherer MaStR-Match; TAB/Portal ggf. Website-Recherche | TAB/Portal: Website-Recherche noetig"
ENNI Energie & Umwelt Niederrhein GmbH;GmbH;Am Jostenhof 15;47441;Moers;NRW;02841 104-0;info@enni.de;https://www.enni.de;n/a;https://www.enni.de/fileadmin/documents/3_DieENNI/2_Netz/1_Netzanschluss/tab-niederspannung-rng.pdf;Unbekannt;n/a;n/a;n/a;n/a;n/a;n/a;https://www.enni.de/impressum/;2026-09-18;"TAB-Dateiname verweist auf ""RNG"" (RheinNetz Köln) - möglicherweise betreibt RheinNetz das Netz operativ für ENNI im Auftrag, oder ENNI übernimmt nur deren TAB-Vorlage. Formaler VNB-Status vor Nutzung verifizieren. Deckt Moers, Neukirchen-Vluyn ab. | Kein sicherer MaStR-Match; TAB/Portal ggf. Website-Recherche | TAB/Portal: Website-Recherche noetig"
medl GmbH;GmbH;Burgstraße 1;45476;Mülheim an der Ruhr;NRW;0208 4501 0;service@medl.de;https://www.medl.de;n/a;n/a - trotz Suche nicht gefunden;Unbekannt;n/a;n/a;n/a;n/a;n/a;n/a;https://www.medl.de/impressum/;2026-09-18;"TAB-NS-Link nicht auffindbar, vermutlich im Downloadbereich medl.de/service/downloads - vor Nutzung direkt prüfen. medl ist Netzbetreiber für Mülheim an der Ruhr (Strom, Gas, Fernwärme, Wasser). | Kein sicherer MaStR-Match; TAB/Portal ggf. Website-Recherche | TAB/Portal: Website-Recherche noetig"
Stadtnetze Münster GmbH;GmbH;Hafenplatz 1;48155;Münster;NRW;0251.694.4000;info@stadtnetze-muenster.de;https://www.stadtnetze-muenster.de;SNB980883363112;https://www.stadtnetze-muenster.de/Stadtnetze/Dokumente/Strom/Unsere%20Netze%20Strom/Erg%C3%A4nzende%20TAB-Niederspannung%20Stadtnetze%20M%C3%BCnster%20GmbH%2002.2026.pdf;BDEW_Muster;02.2026 (Ergänzende TAB, Basis BDEW-Bundesmusterwortlaut);n/a;n/a;n/a;n/a;n/a;"https://www.stadtnetze-muenster.de/impressum | /downloadcenter; MaStR Gesamtdatenexport 2026-09-18 (SNB980883363112)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber
Stadtwerke Neuss Energie und Wasser GmbH;GmbH;n/a - nicht ermittelt;n/a;Neuss;NRW;n/a - nicht ermittelt;n/a - nicht ermittelt;https://www.stadtwerke-neuss.de;n/a;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;https://www.stadtwerke-neuss.de/netz;2026-09-18;"Kein Hinweis auf separate Netz-GmbH gefunden, Netzbetrieb vermutlich direkt durch Stadtwerke Neuss. Adresse/Kontakt/TAB nicht verifizierbar (Impressum-Abruf schlug fehl, WebSearch-Kontingent erschöpft). | Kein sicherer MaStR-Match; TAB/Portal ggf. Website-Recherche | TAB/Portal: Website-Recherche noetig"
